cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,poisonous
f,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
x,g,e,f,?,f,c,n,b,t,?,s,s,p,?,p,w,o,e,w,v,l,p
f,s,n,f,y,f,c,?,b,t,c,s,s,w,w,p,w,o,e,w,v,p,p
x,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
c,s,e,f,y,f,c,?,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
x,f,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,?,s,g,e
?,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,o,o,e,w,v,p,p
f,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
f,s,n,f,s,f,c,n,b,?,?,s,s,p,p,p,w,o,e,w,v,p,p
x,s,e,f,f,?,c,n,b,t,?,s,k,?,w,p,w,o,e,w,v,l,p
x,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
x,s,e,f,s,f,c,n,b,t,e,k,s,w,w,p,w,t,e,w,v,l,p
f,y,e,f,y,f,c,n,r,t,?,k,s,w,w,p,w,t,e,w,v,d,p
b,f,g,f,?,f,w,?,?,e,?,s,s,w,w,p,w,t,p,w,s,g,e
f,?,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,y,d,p
f,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
f,y,n,f,s,f,c,n,b,t,?,?,s,p,p,p,w,o,e,w,v,?,p
f,s,n,f,f,f,c,n,b,t,?,s,k,p,w,?,w,o,e,w,v,l,p
f,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
x,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
f,y,n,f,s,f,c,n,n,t,?,s,s,w,w,p,w,o,e,w,v,l,p
x,s,n,f,y,f,c,n,?,t,?,s,k,p,p,p,w,?,e,w,?,d,p
f,y,e,f,f,f,c,?,b,t,?,s,s,p,w,p,w,?,e,w,v,d,p
k,f,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,e
b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,?,c,l,e
f,s,?,f,s,f,c,b,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
x,s,n,f,?,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
f,y,n,f,s,f,c,n,b,t,r,s,s,p,p,p,w,o,e,w,v,l,p
f,s,e,f,s,f,c,n,b,t,?,k,s,w,?,p,w,o,e,w,v,l,p
f,y,c,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,?,w,v,l,p
f,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
f,y,e,f,y,?,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
f,?,e,f,f,f,c,n,b,t,?,k,k,?,?,p,w,o,e,w,?,l,p
f,s,n,f,s,f,c,n,b,t,?,k,k,w,p,?,w,o,e,w,v,l,p
x,s,e,f,y,f,c,?,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
x,f,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,?,p,w,n,g,e
?,s,n,f,f,f,c,n,b,t,?,s,?,p,p,p,w,o,e,w,v,p,p
x,s,e,f,y,f,c,n,b,t,?,k,s,p,b,p,w,o,e,w,v,l,p
x,s,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
?,s,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
x,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,o,o,e,w,v,d,p
k,y,n,f,y,f,c,n,r,t,?,k,k,?,w,p,w,o,e,w,v,d,p
f,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,o,o,e,?,v,p,p
x,y,e,f,y,?,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
f,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,?,p,p
f,s,n,f,f,?,c,n,b,t,?,y,k,w,w,p,w,o,e,w,v,d,p
x,s,n,f,s,f,c,n,b,t,?,s,s,w,w,?,w,o,e,w,v,?,p
x,?,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
x,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
f,s,e,f,f,f,c,?,b,t,?,s,s,w,p,p,o,o,e,w,v,?,p
f,s,e,f,s,f,c,n,b,t,?,k,k,w,?,p,w,o,e,w,v,l,p
f,y,n,f,f,f,c,?,p,t,?,s,k,?,p,p,w,o,e,w,v,p,p
x,s,e,f,s,f,c,n,b,t,?,?,k,p,p,p,w,o,e,w,v,l,p
f,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
f,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
?,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,?,e,w,v,l,p
x,g,e,f,s,f,c,n,b,t,?,k,f,w,w,p,w,o,e,w,v,l,p
f,y,n,f,f,a,c,n,b,t,?,k,k,w,w,p,w,o,e,?,v,l,p
f,s,n,f,f,?,c,n,p,t,?,s,s,w,w,p,w,o,e,w,v,l,p
f,s,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,n,p,p
k,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
f,s,e,f,y,f,c,n,b,t,?,f,s,w,w,p,w,o,e,?,?,l,p
x,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,?,e,w,v,p,p
x,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,?,?,v,p,p
f,?,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,?,v,l,p
x,y,e,f,s,f,?,n,b,t,?,k,k,w,w,?,w,?,e,w,v,d,p
f,y,e,f,?,f,c,n,?,t,?,y,s,w,p,p,w,o,e,w,v,l,p
f,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
f,y,e,f,y,f,c,n,b,t,?,s,k,?,p,?,w,o,e,w,v,l,p
x,y,e,f,s,f,c,n,b,t,?,s,?,w,w,p,w,o,e,w,v,p,p
x,s,e,f,y,f,c,n,b,t,?,?,k,p,w,p,w,?,e,w,v,d,p
f,s,?,f,f,f,c,n,b,t,?,?,s,p,w,p,w,o,?,w,v,l,p
f,s,e,f,f,f,c,n,b,t,?,?,k,p,w,p,w,?,e,w,v,p,p
x,s,e,f,f,f,c,n,?,t,?,?,s,w,w,p,w,o,l,w,v,p,p
f,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,?,o,e,w,y,p,p
f,s,e,f,s,f,c,?,b,t,?,s,s,w,w,p,w,o,e,w,v,m,p
f,s,n,f,y,?,c,n,b,t,?,k,k,?,w,p,w,o,e,w,?,l,p
f,y,e,f,f,f,?,n,b,t,?,k,k,p,p,p,w,o,e,w,s,d,p
f,y,n,f,s,f,c,n,?,t,?,k,k,p,w,p,w,o,e,w,v,p,p
k,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,?,e,w,v,l,p
f,?,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
f,y,n,f,y,f,c,n,b,t,?,y,s,p,p,p,w,o,e,w,v,p,p
f,s,e,f,a,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
f,y,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
x,s,n,f,y,?,c,n,b,t,?,s,s,p,p,?,w,o,e,w,v,p,p
k,y,n,?,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
x,y,e,f,s,f,c,n,b,?,?,k,k,w,p,p,w,o,e,w,v,?,p
f,s,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
x,s,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g,e
k,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
x,s,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,n,?,n,p,p
f,s,n,f,s,f,c,n,h,t,?,s,k,w,p,p,w,o,e,w,v,p,p
f,s,n,f,s,f,c,?,b,t,?,s,s,w,p,p,w,o,e,?,v,p,p
x,s,e,f,s,f,c,n,b,t,?,k,k,w,w,?,w,o,e,w,v,p,p
f,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,?,p
f,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
f,?,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
f,s,n,t,f,f,c,n,b,t,?,k,?,w,w,p,w,o,e,w,v,l,p
f,s,e,f,f,a,c,n,?,t,?,s,s,p,w,p,w,o,e,w,?,p,p
x,s,n,f,f,f,c,n,b,t,?,k,s,?,p,p,w,o,e,y,a,p,p
f,s,e,t,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
x,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
f,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,o,o,e,w,v,d,p
f,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,?,p,p
k,y,e,f,s,f,c,n,b,t,?,s,k,p,w,p,?,?,e,w,v,p,p
f,s,n,f,s,f,c,?,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
k,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,?,o,e,w,v,d,p
f,s,e,f,y,f,c,n,b,?,?,k,k,p,w,p,w,o,e,w,v,l,p
f,y,e,?,s,f,c,n,b,t,?,?,k,w,?,p,w,o,?,?,v,l,p
f,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,?,l,p
b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,c,l,e
x,s,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,n,e,w,v,d,p
f,y,e,f,s,f,c,n,b,t,?,k,s,p,o,p,w,o,e,w,v,l,p
f,y,n,f,s,f,?,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
f,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,n,w,v,d,p
f,?,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,?,p,p
?,y,n,f,m,f,c,b,w,e,c,k,k,c,c,p,w,n,n,w,c,d,p
x,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
f,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
k,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,?,v,d,p
f,s,e,f,p,f,?,n,b,t,?,?,s,w,p,p,w,o,e,?,v,?,p
k,s,e,?,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,e
f,y,n,f,y,f,c,n,b,?,?,k,s,?,p,p,w,o,e,w,v,l,p
?,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
f,s,n,f,y,?,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
f,s,n,f,s,f,c,n,b,t,?,k,k,w,?,p,w,o,e,w,v,d,p
f,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
f,y,e,f,y,f,c,n,b,t,c,k,k,p,c,p,w,o,e,w,v,p,p
x,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,?,?,e,w,v,?,p
f,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
x,s,c,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,y,p,p
x,s,e,f,f,f,c,n,b,t,?,s,?,p,p,p,w,o,e,w,v,l,p
x,s,e,f,y,?,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
f,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
x,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,?,d,p
x,s,e,f,s,f,c,n,b,t,?,s,s,w,?,p,w,o,e,w,v,p,p
f,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
x,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
f,y,e,f,y,f,c,n,b,t,?,k,?,w,p,p,w,o,e,w,v,d,p
x,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
f,y,e,f,f,f,c,n,b,t,?,k,k,p,?,p,w,o,e,w,v,l,p
f,s,e,f,f,f,c,n,?,t,?,k,s,w,w,p,w,o,e,w,v,p,p
f,y,n,f,f,f,c,n,b,t,?,k,k,p,?,p,w,o,e,w,?,l,p
f,y,n,f,y,f,c,n,b,t,?,?,s,w,w,p,w,n,e,w,v,d,p
x,?,e,f,f,f,c,n,b,?,?,?,s,p,w,p,w,o,e,w,v,d,p
k,f,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,e
?,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,?,p
k,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,?,d,p
k,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
x,y,e,f,s,f,c,b,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
f,s,e,f,f,f,c,?,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
f,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
f,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
x,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
f,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
f,y,e,f,s,f,?,n,?,t,?,s,k,b,p,p,w,o,e,w,v,p,p
x,s,n,?,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,?,p
x,y,e,f,f,f,c,n,b,t,?,s,y,p,?,p,w,o,e,?,v,p,p
s,s,e,?,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
x,s,n,f,c,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
f,s,p,f,f,f,c,n,b,t,?,?,s,p,w,p,w,o,e,w,v,p,p
x,s,n,f,n,a,c,b,n,e,?,s,?,o,o,p,o,o,l,y,v,l,e
k,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
f,s,n,t,y,f,c,n,b,t,?,s,s,?,w,p,?,o,e,w,v,l,p
k,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,m,p
x,y,?,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e
b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,c,l,e
k,s,g,f,n,?,w,b,w,e,?,s,k,w,w,p,w,t,?,w,n,g,e
x,f,g,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,e
x,s,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
k,y,g,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,?,o,p,o,c,l,e
k,s,e,f,?,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
b,y,y,f,n,f,w,n,y,e,c,y,k,y,y,p,y,o,e,w,c,l,p
x,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
b,s,g,f,n,f,w,b,g,e,?,k,k,w,w,p,o,t,p,w,n,g,e
k,?,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
k,s,e,f,?,?,c,n,b,t,?,s,?,p,p,p,w,o,e,w,v,p,p
?,s,e,t,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,?,v,d,p
f,y,w,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
f,s,e,t,s,f,c,n,b,t,?,k,k,?,p,p,w,o,n,w,v,d,p
k,f,g,f,n,f,w,b,w,e,?,s,k,?,w,p,w,t,p,w,s,g,e
k,s,n,?,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
k,s,e,f,y,f,c,n,b,t,?,?,s,p,p,p,w,o,e,w,v,d,p
f,s,e,f,f,f,?,n,b,?,?,k,s,w,w,p,w,o,e,w,v,l,p
b,f,g,f,n,f,c,b,p,?,?,?,k,w,w,p,w,t,p,w,n,g,e
f,y,n,f,s,f,c,n,b,t,?,?,k,w,w,p,w,o,e,?,v,?,p
f,s,n,f,y,?,c,n,b,t,?,s,?,?,p,p,w,o,e,?,n,p,p
f,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,?,o,p,n,c,l,e
x,y,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e
f,s,n,?,y,f,c,?,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
k,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
f,s,n,f,?,f,c,?,b,t,?,s,s,w,p,p,w,o,e,w,v,?,p
b,s,?,?,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,e
x,y,e,f,f,f,c,n,b,t,?,k,k,p,?,p,w,o,e,w,v,?,p
?,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
f,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,?,e,?,v,l,p
k,y,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
x,f,u,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,e
b,s,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,e
?,s,e,?,y,f,c,?,b,t,?,k,k,w,c,p,w,o,e,w,v,l,p
f,?,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
f,y,n,t,n,a,c,b,w,?,b,s,s,w,w,p,w,t,p,w,v,p,e
k,s,n,f,s,f,c,n,b,t,?,s,?,p,p,p,w,o,e,w,v,d,p
k,s,u,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
f,y,n,f,s,f,c,n,?,t,?,s,k,w,p,p,w,o,?,w,v,l,p
f,y,e,f,m,a,c,b,w,e,c,k,y,c,c,?,w,n,n,w,c,d,p
x,s,?,f,f,f,?,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
k,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,?,o,e,w,?,p,p
x,s,n,f,s,f,c,n,e,t,?,s,k,p,p,p,?,o,e,w,v,l,p
k,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,?,l,p
k,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,?,w,v,l,p
f,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
x,f,w,f,n,f,c,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,e
k,s,n,f,s,f,c,n,b,t,?,k,s,w,?,?,w,o,e,w,v,d,p
f,s,n,f,f,f,c,n,b,t,?,s,?,p,p,p,w,o,e,?,v,p,p
k,s,e,f,y,f,c,n,b,t,?,s,k,p,p,?,w,o,e,w,v,d,p
k,s,e,f,s,f,?,n,b,t,?,k,k,w,w,p,w,o,e,w,v,?,p
k,y,n,f,s,a,c,n,b,t,?,s,s,p,p,p,w,o,e,?,v,l,p
k,f,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,e
k,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,?,p
k,?,n,f,s,f,c,n,b,t,?,k,?,p,p,p,w,o,e,w,v,l,p
k,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,o,o,e,w,v,l,p
k,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
x,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
x,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
f,s,e,f,y,f,c,n,b,t,?,?,k,p,w,p,w,o,e,w,v,p,p
k,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,?,e,w,v,d,p
b,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,?,p,w,y,d,e
f,s,n,f,f,f,c,n,b,t,?,s,?,e,w,p,y,o,e,w,v,p,p
k,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
x,?,n,f,n,?,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,e
f,s,n,f,f,f,c,n,b,t,?,k,?,w,p,p,w,?,e,?,v,d,p
k,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
f,y,n,f,s,f,c,?,b,t,?,k,k,w,w,?,w,o,e,w,s,p,p
x,?,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
k,f,w,f,n,f,w,?,w,e,?,s,s,w,w,p,w,t,p,w,s,g,e
f,y,e,f,?,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
x,s,e,f,y,f,c,n,b,t,?,s,k,?,w,p,w,o,e,w,v,p,p
x,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
?,s,n,f,f,f,c,n,?,t,?,k,s,w,w,p,w,o,e,?,c,p,p
k,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
k,s,e,f,f,f,c,n,b,t,?,k,s,w,p,?,w,o,e,w,v,p,p
k,s,e,?,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
x,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,n,o,e,w,v,d,p
b,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p,e
k,s,e,f,y,f,c,n,b,t,?,?,s,p,w,p,w,o,e,w,?,p,p
x,s,n,f,f,f,?,n,b,t,?,?,s,w,w,p,w,o,e,w,?,p,p
x,y,e,t,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,a,p,p
k,s,e,f,s,f,c,n,b,?,?,s,s,p,p,p,w,o,e,w,v,l,p
b,s,n,f,n,a,c,?,n,e,?,s,s,o,o,p,n,o,p,?,c,l,e
k,s,g,f,n,f,?,b,p,e,?,k,k,w,w,p,w,t,p,w,?,g,e
k,y,e,t,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,p
k,y,e,f,y,f,c,n,b,?,?,k,s,w,p,?,w,o,e,?,v,l,p
?,s,?,f,y,f,c,?,b,t,?,k,k,p,p,p,w,o,e,w,n,d,p
k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,?,p,o,c,?,e
f,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
k,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,?,?,d,p
k,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,e
x,s,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,p,e
k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,o,v,l,e
k,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
k,?,n,f,s,f,c,n,k,t,?,k,s,?,?,?,w,o,e,w,v,l,p
k,s,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,?,v,p,p
x,s,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,?,w,s,g,e
k,s,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,e
k,s,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,e
k,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
x,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
c,s,g,f,n,f,?,n,w,e,?,s,k,w,w,p,w,n,p,w,s,g,e
x,f,w,f,c,f,w,b,g,t,?,s,k,y,w,p,w,t,p,w,s,g,e
?,?,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
b,s,w,f,n,f,w,?,g,e,?,s,?,?,w,p,w,t,p,?,s,g,e
?,s,?,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
f,s,n,f,f,f,c,n,b,t,?,?,k,w,w,p,w,o,e,w,v,p,p
?,y,?,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
k,s,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,e
x,s,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,e
c,y,e,f,y,f,c,n,b,t,?,s,s,?,p,p,w,o,e,w,v,p,p
k,s,p,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
x,f,w,f,n,f,w,b,g,e,?,k,k,w,w,?,w,t,p,?,s,g,e
k,f,w,?,n,f,w,b,g,e,?,k,k,w,w,p,?,t,p,w,n,?,e
?,s,e,f,s,f,?,n,y,t,?,k,k,p,w,p,y,o,e,w,v,d,p
f,s,g,t,n,f,?,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,e
k,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
x,s,n,?,y,f,c,?,b,t,?,s,k,w,p,?,w,o,?,w,v,p,p
k,f,n,f,n,a,c,b,n,e,?,f,s,o,?,p,n,o,p,b,?,l,e
x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,c,?,e
k,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
x,y,e,f,y,f,c,n,?,t,?,k,s,p,w,p,w,o,e,w,v,d,p
x,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
s,s,e,t,y,f,c,n,b,t,?,k,?,w,w,p,w,o,e,w,v,d,p
x,?,y,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,?,w,v,l,p
k,f,w,?,n,f,w,b,g,e,?,f,s,w,w,p,w,t,p,w,s,g,e
k,s,y,f,n,?,c,b,o,e,?,s,s,o,o,p,?,o,p,n,y,l,e
k,y,c,f,m,f,c,b,w,e,c,k,s,b,c,p,?,n,n,w,c,?,p
x,f,g,f,n,f,w,b,g,e,?,s,s,w,?,p,w,t,p,w,s,g,e
x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,v,l,e
x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,v,l,e
k,y,e,f,?,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
k,f,w,f,?,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,e
